,,,,,,,,,,,,"Survey","Participant","Question 1","{{Q://Q2/ChoiceTextEntryValue}}.1","{{Q://Q2/ChoiceTextEntryValue}}.2","Question 3","Question 4","Question 5","Question 6","Question 7","Question 8","Question 9","Question 10","Question 11","Question 12","{{Q://Q13/ChoiceTextEntryValue}}","Question 14","Question 15","Question 16","{{Q://Q17/ChoiceTextEntryValue}}.1","{{Q://Q17/ChoiceTextEntryValue}}.2","{{Q://Q17/ChoiceTextEntryValue}}.3","{{Q://Q17/ChoiceTextEntryValue}}.4","{{Q://Q17/ChoiceTextEntryValue}}.5","{{Q://Q17/ChoiceTextEntryValue}}.6","Question 18","Question 19","Question 20","Question 21","Question 22","Question 23","Question 24","Question 25"
"01/30/2025 10:34PM","01/30/2025 10:41PM","01/30/2025 05:00PM - 01/30/2025 11:00PM",422.892,"4","1","Finished","6797a8a594c0c6f78b5a5fb6",,,"no","-","192.168.1.221","Participant 24","7","No","Yes","7","1","1","1","7","3","5","7","1","7","קצת התעצבן שהוא עייף.","1","1","1","No","No","No","No","Yes","","1","1","1","7","1","1","1","1"
"01/31/2025 08:51PM","01/31/2025 08:58PM","01/31/2025 05:00PM - 01/31/2025 11:00PM",453.516,"5","1","Finished","6797a8a594c0c6f78b5a5fb6",,,"no","-","192.168.1.221","Participant 24","6","No","Yes","5","3","3","5","5","4","3","5","1","7","שהוא פחד לאחר לפעילות של בית הספר היום.","1","3","1","No","No","No","No","Yes","","1","1","1","7","1","2","1","1"
"02/01/2025 07:23PM","02/01/2025 07:26PM","02/01/2025 05:00PM - 02/01/2025 11:00PM",221.557,"6","1","Finished","6797a8a594c0c6f78b5a5fb6",,,"no","-","192.168.1.221","Participant 24","6","No","Yes","6","4","4","3","4","4","3","3","4","7","שהוא צריך ללמוד למבחן","1","1","1","No","No","No","No","Yes","","1","1","1","7","1","1","1","1"
"02/02/2025 07:21PM","02/02/2025 07:32PM","02/02/2025 05:00PM - 02/02/2025 11:00PM",646.575,"7","1","Finished","6797a8a594c0c6f78b5a5fb6",,,"no","-","192.168.1.221","Participant 24","7","No","Yes","6","4","2","5","5","3","6","7","3","6","הערנו אותו מוקדם (ביטלו לו שיעור)","1","1","1","No","No","No","No","Yes","","1","1","1","7","1","2","1","1"
"02/03/2025 06:52PM","02/03/2025 07:00PM","02/03/2025 05:00PM - 02/03/2025 11:00PM",505.371,"8","1","Finished","6797a8a594c0c6f78b5a5fb6",,,"no","-","192.168.1.221","Participant 24","7","No","Yes","6","3","2","4","5","4","5","5","1","7","לימודים","1","4","1","No","No","No","No","Yes","","1","1","2","7","1","2","1","1"
"02/06/2025 05:15PM","02/06/2025 05:18PM","02/06/2025 05:00PM - 02/06/2025 11:00PM",148.826,"2","1","Finished","679e52f8c4a32d74c085916e",,,"no","-","10.100.102.32","Participant 25","1","No","Yes","7","1","1","7","1","1","1","5","1","7","לא היה ","1","1","1","No","No","No","No","Yes","","1","1","1","7","1","4","1","1"
"02/07/2025 07:06PM","02/07/2025 07:08PM","02/07/2025 05:00PM - 02/07/2025 11:00PM",122.576,"3","1","Finished","679e52f8c4a32d74c085916e",,,"no","-","10.100.102.32","Participant 25","1","No","Yes","7","1","1","7","1","1","1","1","4","7","נשברה לה הציפורן ","6","1","1","No","No","No","No","Yes","","1","1","3","7","1","1","1","1"
"02/08/2025 05:05PM","02/08/2025 05:08PM","02/08/2025 05:00PM - 02/08/2025 11:00PM",213.511,"4","1","Finished","679e52f8c4a32d74c085916e",,,"no","-","10.100.102.32","Participant 25","1","No","Yes","7","1","1","1","1","1","1","1","1","7","לא היה משהו שעצבן","1","1","1","No","No","No","No","Yes","","1","1","1","7","1","1","1","1"
"02/09/2025 05:08PM","02/09/2025 05:10PM","02/09/2025 05:00PM - 02/09/2025 11:00PM",131.578,"5","1","Finished","679e52f8c4a32d74c085916e",,,"no","-","10.100.102.32","Participant 25","1","No","Yes","7","1","1","7","1","1","1","1","1","7","הילדה לא התעצבנה","1","1","1","No","No","No","No","Yes","","1","1","1","7","1","1","1","1"
"02/10/2025 05:17PM","02/10/2025 05:24PM","02/10/2025 05:00PM - 02/10/2025 11:00PM",416.865,"6","1","Finished","679e52f8c4a32d74c085916e",,,"no","-","10.96.105.105","Participant 25","1","No","Yes","3","3","5","7","2","2","5","5","6","7","איום על השעייה בבית הספר","3","1","1","No","No","No","No","Yes","","1","1","1","7","1","2","1","1"
"02/11/2025 05:59PM","02/11/2025 06:04PM","02/11/2025 05:00PM - 02/11/2025 11:00PM",335.15,"7","1","Finished","679e52f8c4a32d74c085916e",,,"no","-","10.96.159.160","Participant 25","2","No","Yes","5","2","1","7","1","1","3","3","3","7","לא היה ","3","2","1","No","No","No","No","Yes","","2","2","1","7","1","3","2","2"
"02/12/2025 05:50PM","02/12/2025 05:53PM","02/12/2025 05:00PM - 02/12/2025 11:00PM",150.5,"8","1","Finished","679e52f8c4a32d74c085916e",,,"no","-","10.100.102.32","Participant 25","1","No","Yes","7","1","1","6","3","1","5","1","1","7","לא היה משהו שעצבן אותה","4","1","2","No","No","No","No","Yes","","1","1","1","7","1","1","1","2"
"02/06/2025 10:28PM","02/06/2025 10:31PM","02/06/2025 05:00PM - 02/06/2025 11:00PM",167.932,"2","1","Finished","67a3a1c7ba402d566c848630","0.0","0.0","no","-","192.168.1.55","Participant 26","1","No","Yes","6","5","1","4","5","1","1","1","4","6","לא מצאה מה לאכול ","2","1","2","No","No","No","No","Yes","","1","5","5","5","2","5","1","1"
"02/07/2025 09:13PM","02/07/2025 09:16PM","02/07/2025 05:00PM - 02/07/2025 11:00PM",190.599,"3","1","Finished","67a3a1c7ba402d566c848630","0.0","0.0","no","-","192.168.1.55","Participant 26","7","No","Yes","7","5","5","5","6","5","6","6","5","7","להפסיק להיות בטלפון","2","5","1","Yes","No","No","No","No","","1","5","1","7","1","5","1","1"
"02/08/2025 08:30PM","02/08/2025 08:33PM","02/08/2025 05:00PM - 02/08/2025 11:00PM",171.56,"4","1","Finished","67a3a1c7ba402d566c848630","0.0","0.0","no","-","192.168.1.55","Participant 26","5","No","Yes","7","5","5","7","7","7","6","7","5","7","הדרישה שלי שתסדר את הכביסה הנקייה והמקופחת שלה","5","6","1","Yes","No","No","Yes","No","","1","2","1","1","1","5","1","1"
"02/09/2025 09:49PM","02/09/2025 09:53PM","02/09/2025 05:00PM - 02/09/2025 11:00PM",247.96,"5","1","Finished","67a3a1c7ba402d566c848630","0.0","0.0","no","-","192.168.1.55","Participant 26","6","No","Yes","5","5","5","6","6","2","6","7","5","7","להתקלח, לאכול ארוחת ערב","1","6","1","Yes","No","No","No","No","","1","6","1","7","1","5","1","1"
"02/10/2025 08:26PM","02/10/2025 08:28PM","02/10/2025 05:00PM - 02/10/2025 11:00PM",96.494,"6","1","Finished","67a3a1c7ba402d566c848630","0.0","0.0","no","-","2001:40a8:74a:3eb:44a1:d9d0:17b2:a6a9","Participant 26","2","Yes","No","6","5","6","5","5","2","5","6","6","6","להיכנס למקלחת ","5","6","1","Yes","No","No","No","No","","5","6","1","7","5","6","1","1"
"02/11/2025 09:32PM","02/11/2025 09:34PM","02/11/2025 05:00PM - 02/11/2025 11:00PM",127.613,"7","1","Finished","67a3a1c7ba402d566c848630","0.0","0.0","no","-","192.168.1.55","Participant 26","2","Yes","No","7","5","4","7","5","7","7","6","5","7","להוציא את הכלב לטיול","6","6","1","Yes","No","No","No","No","","5","5","1","6","1","2","1","1"
"02/12/2025 09:08PM","02/12/2025 09:16PM","02/12/2025 05:00PM - 02/12/2025 11:00PM",452.487,"8","1","Finished","67a3a1c7ba402d566c848630","0.0","0.0","no","-","192.168.1.55","Participant 26","2","No","Yes","7","2","2","1","5","1","6","5","2","7","הייתה צריכה להפסיק להיות בנייד","2","5","1","No","No","No","No","Yes","","1","5","1","6","1","1","1","1"
"02/10/2025 05:29PM","02/10/2025 05:33PM","02/10/2025 05:00PM - 02/10/2025 11:00PM",212.184,"2","1","Finished","67a8d7ce93e9af3878060a8d",,,"no","-","10.0.0.2","Participant 27","7","No","Yes","7","1","1","1","6","3","7","4","1","7","זמן נסיעה ארוך חזרה הביתה ","3","4","4","No","No","No","No","No","דיברה בכעס מתון","1","1","1","6","5","1","1","1"
"02/11/2025 06:11PM","02/11/2025 06:13PM","02/11/2025 05:00PM - 02/11/2025 11:00PM",140.758,"3","1","Finished","67a8d7ce93e9af3878060a8d",,,"no","-","10.0.0.1","Participant 27","7","No","Yes","7","1","1","1","3","2","5","1","1","7","אין","1","1","1","No","No","No","No","Yes","","1","1","1","7","1","1","1","1"
"02/12/2025 08:04PM","02/12/2025 08:07PM","02/12/2025 05:00PM - 02/12/2025 11:00PM",165.318,"4","1","Finished","67a8d7ce93e9af3878060a8d",,,"no","-","10.178.211.229","Participant 27","7","No","Yes","7","1","1","2","6","5","5","5","1","7","הסעה","1","1","3","No","No","No","No","Yes","","1","1","1","5","3","1","1","1"
"02/13/2025 06:22PM","02/13/2025 06:24PM","02/13/2025 05:00PM - 02/13/2025 11:00PM",131.208,"5","1","Finished","67a8d7ce93e9af3878060a8d",,,"no","-","10.0.0.1","Participant 27","7","No","Yes","7","1","1","6","5","1","3","5","1","7","לא התעצבן ","1","1","1","No","No","No","No","Yes","","1","1","1","7","1","1","1","1"
"02/14/2025 08:29PM","02/14/2025 08:30PM","02/14/2025 05:00PM - 02/14/2025 11:00PM",110.316,"6","1","Finished","67a8d7ce93e9af3878060a8d",,,"no","-","10.0.0.1","Participant 27","7","No","Yes","7","1","1","6","6","6","6","6","1","7","אין","1","1","1","No","No","No","No","Yes","","1","1","1","7","1","1","1","1"
"02/15/2025 08:44PM","02/15/2025 08:46PM","02/15/2025 05:00PM - 02/15/2025 11:00PM",120.08,"7","1","Finished","67a8d7ce93e9af3878060a8d",,,"no","-","10.0.0.1","Participant 27","7","No","Yes","7","1","1","3","7","7","5","2","1","7","לא היה","1","1","1","No","No","No","No","Yes","","1","1","1","7","1","1","1","1"
"02/16/2025 06:44PM","02/16/2025 06:46PM","02/16/2025 05:00PM - 02/16/2025 11:00PM",117.458,"8","1","Finished","67a8d7ce93e9af3878060a8d",,,"no","-","10.0.0.1","Participant 27","7","No","Yes","7","1","1","2","7","2","5","5","1","7","אין","1","1","1","No","No","No","No","Yes","","1","1","1","6","1","1","1","1"
"02/10/2025 08:36PM","02/10/2025 08:38PM","02/10/2025 05:00PM - 02/10/2025 11:00PM",144.038,"2","1","Finished","67a7326893e9af3878fe75ef",,,"no","-","192.168.68.51","Participant 28","6","No","Yes","7","2","1","7","7","7","6","7","1","6","לא חושבת שהיה משהו כזה היום.","2","1","1","No","No","No","No","Yes","","1","1","1","6","1","1","2","3"
"02/11/2025 08:09PM","02/11/2025 08:11PM","02/11/2025 05:00PM - 02/11/2025 11:00PM",136.225,"3","1","Finished","67a7326893e9af3878fe75ef",,,"no","-","192.168.68.62","Participant 28","7","No","Yes","7","1","1","2","6","1","4","3","1","7","לא קרה","1","2","1","No","No","No","No","Yes","","1","2","2","6","1","2","1","1"
"02/12/2025 06:39PM","02/12/2025 06:41PM","02/12/2025 05:00PM - 02/12/2025 11:00PM",118.277,"4","1","Finished","67a7326893e9af3878fe75ef",,,"no","-","192.168.68.62","Participant 28","6","No","Yes","7","1","1","7","7","2","4","3","1","7","לא קרה ","1","1","1","No","No","No","No","Yes","","1","2","1","7","1","1","1","1"
"02/13/2025 10:07PM","02/13/2025 10:10PM","02/13/2025 05:00PM - 02/13/2025 11:00PM",180.621,"5","1","Finished","67a7326893e9af3878fe75ef",,,"no","-","192.168.68.50","Participant 28","6","No","Yes","7","2","1","3","7","2","6","6","1","5","לא קרה ","1","1","1","No","No","No","No","Yes","","1","2","1","7","1","1","1","1"
"02/14/2025 06:04PM","02/14/2025 06:06PM","02/14/2025 05:00PM - 02/14/2025 11:00PM",124.297,"6","1","Finished","67a7326893e9af3878fe75ef",,,"no","-","192.168.68.50","Participant 28","6","No","Yes","7","2","1","7","7","6","7","6","2","7","לא קרה ","1","2","1","No","No","No","No","Yes","","1","3","1","7","1","1","1","1"
"02/15/2025 05:58PM","02/15/2025 06:00PM","02/15/2025 05:00PM - 02/15/2025 11:00PM",137.88,"7","1","Finished","67a7326893e9af3878fe75ef",,,"no","-","192.168.68.50","Participant 28","6","No","Yes","7","2","2","4","6","7","7","7","2","5","לא קרה ","2","2","1","No","No","No","No","Yes","","1","2","1","7","1","1","1","1"
"02/16/2025 07:50PM","02/16/2025 07:53PM","02/16/2025 05:00PM - 02/16/2025 11:00PM",204.423,"8","1","Finished","67a7326893e9af3878fe75ef",,,"no","-","192.168.68.50","Participant 28","1","No","Yes","7","1","2","7","7","5","7","6","1","6","לא קרה ","2","1","1","No","No","No","No","Yes","","1","3","1","6","1","1","1","2"
"02/12/2025 10:03PM","02/12/2025 10:05PM","02/12/2025 05:00PM - 02/12/2025 11:00PM",143.446,"2","1","Finished","67aa523f93e9af387811ac09","0.0","0.0","no","-","10.100.102.228","Participant 29","2","No","Yes","4","1","2","3","5","1","3","3","2","4","אין","3","2","2","No","No","No","No","Yes","","2","3","2","5","1","1","2","2"
"02/13/2025 08:26PM","02/13/2025 08:28PM","02/13/2025 05:00PM - 02/13/2025 11:00PM",135.54,"3","1","Finished","67aa523f93e9af387811ac09","0.0","0.0","no","-","10.11.184.28","Participant 29","5","No","Yes","4","1","1","3","2","1","2","2","1","5","אח שלה לא הסכים לבוא איתה לקנות מתנה לחברה למרות שהבטיח שיבוא","3","3","1","No","No","No","No","Yes","","1","2","4","7","1","1","1","2"
"02/14/2025 07:17PM","02/14/2025 07:19PM","02/14/2025 05:00PM - 02/14/2025 11:00PM",107.864,"4","1","Finished","67aa523f93e9af387811ac09","0.0","0.0","no","-","10.100.102.228","Participant 29","5","No","Yes","5","2","1","2","6","3","4","5","1","5","כלום","1","1","1","No","No","No","No","Yes","","1","2","1","5","1","1","1","1"
"02/15/2025 09:32PM","02/15/2025 09:34PM","02/15/2025 05:00PM - 02/15/2025 11:00PM",123.363,"5","1","Finished","67aa523f93e9af387811ac09","0.0","0.0","no","-","10.100.102.228","Participant 29","5","No","Yes","5","2","2","4","5","5","4","5","2","5","אין","1","1","1","No","No","No","No","Yes","","1","3","1","6","1","1","1","1"
"02/16/2025 07:45PM","02/16/2025 07:47PM","02/16/2025 05:00PM - 02/16/2025 11:00PM",109.602,"6","1","Finished","67aa523f93e9af387811ac09","0.0","0.0","no","-","10.100.102.228","Participant 29","5","No","Yes","6","1","1","1","6","1","4","2","1","6","אין","2","1","1","No","No","No","No","Yes","","1","2","1","7","1","1","1","1"
"02/17/2025 08:08PM","02/17/2025 08:11PM","02/17/2025 05:00PM - 02/17/2025 11:00PM",186.027,"7","1","Finished","67aa523f93e9af387811ac09","0.0","0.0","no","-","10.100.102.228","Participant 29","4","No","Yes","5","2","1","1","6","4","5","4","1","6","אין","1","1","2","No","No","No","No","Yes","","1","4","1","6","1","1","1","1"
"02/18/2025 07:54PM","02/18/2025 07:56PM","02/18/2025 05:00PM - 02/18/2025 11:00PM",133.801,"8","1","Finished","67aa523f93e9af387811ac09","0.0","0.0","no","-","10.100.102.228","Participant 29","3","No","Yes","6","2","1","1","6","1","2","4","1","6","אין","1","1","1","No","No","No","No","Yes","","1","3","1","6","1","1","1","1"
"02/13/2025 09:29PM","02/13/2025 09:35PM","02/13/2025 05:00PM - 02/13/2025 11:00PM",308.383,"2","1","Finished","67ac90a78eb0e335f9413a50",,,"no","-","192.168.1.199","Participant 30","7","No","Yes","7","2","1","1","1","1","3","3","1","5","שביקשתי לסדר את המדיח- התעצבנות קלה","1","1","1","No","No","No","No","Yes","","1","1","1","7","1","3","1","1"
"02/14/2025 10:19PM","02/14/2025 10:25PM","02/14/2025 05:00PM - 02/14/2025 11:00PM",328.231,"3","1","Finished","67ac90a78eb0e335f9413a50",,,"no","-","192.168.1.199","Participant 30","3","No","Yes","3","1","2","2","5","1","3","5","3","3","לא נפתח לה קישור שחיםשה לחליפה","1","2","2","No","No","No","No","Yes","","1","1","2","7","1","2","1","1"
"02/14/2025 09:00PM","02/14/2025 09:02PM","02/14/2025 05:00PM - 02/14/2025 11:00PM",126.573,"2","1","Finished","67ae0aee58056d402b0452bc","0.0","0.0","no","-","192.168.0.126","Participant 31","3","No","Yes","5","1","2","7","4","5","2","5","1","6","לא הצליח לחבר מחדש את המסתור של התריס🤗","2","3","1","Yes","No","No","No","No","","1","1","1","6","1","1","1","1"
"02/15/2025 05:45PM","02/15/2025 05:47PM","02/15/2025 05:00PM - 02/15/2025 11:00PM",131.233,"3","1","Finished","67ae0aee58056d402b0452bc","0.0","0.0","no","-","2a02:6680:2004:96bd:15f3:2f04:32ca:fb8b","Participant 31","4","No","Yes","5","2","2","3","4","1","3","2","1","7","נשברה לו התמונה של פאזל שהרכיב (1000 חלקים)","5","4","4","Yes","Yes","No","No","No","","2","3","2","5","4","1","1","1"
"02/16/2025 10:28PM","02/16/2025 10:30PM","02/16/2025 05:00PM - 02/16/2025 11:00PM",126.82,"4","1","Finished","67ae0aee58056d402b0452bc","0.0","0.0","no","-","2a02:14f:176:666b:a919:765a:19d4:d361","Participant 31","4","No","Yes","5","2","1","5","5","2","2","4","1","7","לא זכור לי שהתעצבן","2","1","1","No","No","No","No","Yes","","2","2","1","6","1","2","1","1"
"02/17/2025 05:03PM","02/17/2025 05:05PM","02/17/2025 05:00PM - 02/17/2025 11:00PM",102.934,"5","1","Finished","67ae0aee58056d402b0452bc","0.0","0.0","no","-","2a02:14f:3:87dd:5816:9b19:a3f4:b504","Participant 31","3","No","Yes","4","2","1","1","1","1","2","2","1","5","לא התעצבן","1","1","1","No","No","No","No","Yes","","1","1","1","5","1","1","1","1"
"02/18/2025 05:17PM","02/18/2025 05:18PM","02/18/2025 05:00PM - 02/18/2025 11:00PM",80.383,"6","1","Finished","67ae0aee58056d402b0452bc","0.0","0.0","no","-","192.168.0.126","Participant 31","1","No","Yes","5","3","1","4","4","1","4","5","1","6","לא התעצבן","2","1","1","No","No","No","No","Yes","","1","1","1","5","1","1","1","1"
"02/19/2025 09:22PM","02/19/2025 09:25PM","02/19/2025 05:00PM - 02/19/2025 11:00PM",133.725,"7","1","Finished","67ae0aee58056d402b0452bc","0.0","0.0","no","-","192.168.0.126","Participant 31","3","No","Yes","3","5","5","3","2","2","1","1","4","5","היה לנו ויכוח, הוא טען שאני איבדתי את הברגים ואני אמרתי שהוא לא נתן לי אותם. הוא ממש כעס","4","4","3","Yes","No","No","No","No","","1","2","1","4","1","2","1","1"
"02/20/2025 05:48PM","02/20/2025 05:51PM","02/20/2025 05:00PM - 02/20/2025 11:00PM",139.34,"8","1","Finished","67ae0aee58056d402b0452bc","0.0","0.0","no","-","2a02:14f:386:b48c:cb3:46ef:732c:e78f","Participant 31","3","No","Yes","5","2","1","5","5","6","4","4","1","6","לא התעצבן","1","1","1","No","No","No","No","Yes","","1","1","2","6","1","1","1","1"
"02/14/2025 07:09PM","02/14/2025 07:12PM","02/14/2025 05:00PM - 02/14/2025 11:00PM",169.132,"2","1","Finished","67ae2f2458056d402b063b3a","0.0","0.0","no","-","192.168.68.88","Participant 32","4","No","Yes","7","1","1","2","7","4","6","7","1","7","שום דבר","1","1","1","No","No","No","No","Yes","","4","1","1","7","1","1","1","1"
"02/15/2025 08:17PM","02/15/2025 08:20PM","02/15/2025 05:00PM - 02/15/2025 11:00PM",205.474,"3","1","Finished","67ae2f2458056d402b063b3a","0.0","0.0","no","-","192.168.68.88","Participant 32","2","No","Yes","5","4","3","5","5","6","7","6","3","7","שיעורי בית","4","5","3","No","No","No","No","No","בכתה","5","2","6","3","2","3","5","6"
"02/16/2025 09:32PM","02/16/2025 09:34PM","02/16/2025 05:00PM - 02/16/2025 11:00PM",131.625,"4","1","Finished","67ae2f2458056d402b063b3a","0.0","0.0","no","-","192.168.68.89","Participant 32","2","No","Yes","7","1","1","2","7","2","7","7","1","7","שום דבר","1","2","1","No","No","No","No","Yes","","2","2","1","7","1","1","1","1"
"02/17/2025 05:46PM","02/17/2025 05:47PM","02/17/2025 05:00PM - 02/17/2025 11:00PM",101.072,"5","1","Finished","67ae2f2458056d402b063b3a","0.0","0.0","no","-","192.168.68.89","Participant 32","2","No","Yes","7","1","1","2","6","3","7","2","1","7","שום דבר","1","1","1","No","No","No","No","Yes","","3","1","1","7","1","2","1","1"
"02/18/2025 05:54PM","02/18/2025 05:56PM","02/18/2025 05:00PM - 02/18/2025 11:00PM",135.637,"6","1","Finished","67ae2f2458056d402b063b3a","0.0","0.0","no","-","192.168.68.89","Participant 32","2","No","Yes","7","1","1","4","7","5","7","7","1","7","פספסה אוטובוס ואיחרה לשיעור פרטי","3","3","2","No","No","No","No","Yes","","3","1","2","6","2","3","1","1"
"02/19/2025 08:34PM","02/19/2025 08:37PM","02/19/2025 05:00PM - 02/19/2025 11:00PM",149.368,"7","1","Finished","67ae2f2458056d402b063b3a","0.0","0.0","no","-","192.168.68.89","Participant 32","2","No","Yes","7","1","1","2","6","3","7","7","1","7","שום דבר","1","1","1","No","No","No","No","Yes","","2","2","1","6","2","2","1","2"
"02/20/2025 07:05PM","02/20/2025 07:07PM","02/20/2025 05:00PM - 02/20/2025 11:00PM",124.352,"8","1","Finished","67ae2f2458056d402b063b3a","0.0","0.0","no","-","192.168.68.89","Participant 32","2","No","Yes","7","1","1","5","7","7","7","6","1","7","שום דבר","1","1","1","No","No","No","No","Yes","","2","1","1","7","1","1","1","1"
"02/21/2025 08:52PM","02/21/2025 08:54PM","02/21/2025 05:00PM - 02/21/2025 11:00PM",127.658,"2","1","Finished","67b4c4939b9b93fbbdf3101f",,,"no","-","10.0.0.4","Participant 33","5","No","Yes","7","1","1","1","7","2","6","6","1","7","לא היה דבר כזה עד כמה שאני יודעת ","1","1","1","No","No","No","No","Yes","","5","1","1","7","1","5","2","1"
"02/22/2025 07:11PM","02/22/2025 07:13PM","02/22/2025 05:00PM - 02/22/2025 11:00PM",122.1,"3","1","Finished","67b4c4939b9b93fbbdf3101f",,,"no","-","10.0.0.4","Participant 33","5","No","Yes","7","2","1","1","5","5","5","6","2","7","לא היה ","1","1","1","No","No","No","No","Yes","","1","3","1","6","1","3","1","1"
"02/25/2025 05:03PM","02/25/2025 05:06PM","02/25/2025 05:00PM - 02/25/2025 11:00PM",142.909,"6","1","Finished","67b4c4939b9b93fbbdf3101f",,,"no","-","10.143.44.19","Participant 33","6","No","Yes","6","1","1","1","6","3","4","2","1","6","לא היה כזה","2","1","1","No","No","No","No","Yes","","3","4","1","7","1","3","1","1"
"02/26/2025 05:03PM","02/26/2025 05:05PM","02/26/2025 05:00PM - 02/26/2025 11:00PM",144.726,"7","1","Finished","67b4c4939b9b93fbbdf3101f",,,"no","-","10.228.206.169","Participant 33","5","No","Yes","5","1","1","1","2","5","1","2","1","6",". ","2","1","1","No","No","No","No","Yes","","3","1","1","7","2","2","1","1"
"02/27/2025 08:59PM","02/27/2025 09:01PM","02/27/2025 05:00PM - 02/27/2025 11:00PM",122.956,"8","1","Finished","67b4c4939b9b93fbbdf3101f",,,"no","-","10.0.0.4","Participant 33","6","No","Yes","7","2","1","7","7","6","7","6","1","7",". ","1","1","1","No","No","No","No","Yes","","1","3","1","7","1","2","1","1"
"03/04/2025 05:02PM","03/04/2025 05:05PM","03/04/2025 05:00PM - 03/04/2025 11:00PM",195.18,"2","1","Finished","67c5937846dea88167da753e",,,"no","-","10.0.0.13","Participant 34","7","No","Yes","4","1","1","1","6","1","7","4","1","6","לא היה לו אוכל בצהריים","2","1","1","No","No","No","No","Yes","","4","1","1","7","1","1","1","1"
"03/05/2025 06:51PM","03/05/2025 06:53PM","03/05/2025 05:00PM - 03/05/2025 11:00PM",136.543,"3","1","Finished","67c5937846dea88167da753e",,,"no","-","10.0.0.13","Participant 34","7","No","Yes","3","2","1","1","4","1","2","3","1","7","נגמרה לו הבטריה","1","1","2","No","No","No","No","Yes","","1","2","2","7","1","2","1","1"
"03/06/2025 06:11PM","03/06/2025 06:13PM","03/06/2025 05:00PM - 03/06/2025 11:00PM",157.328,"4","1","Finished","67c5937846dea88167da753e",,,"no","-","100.96.191.146","Participant 34","4","No","Yes","4","5","3","3","4","5","6","7","5","6","לא יכל להביא חבר למשחק כדורגל של אחותו","3","4","3","No","No","No","No","Yes","","4","6","2","6","3","5","2","2"
"03/07/2025 06:06PM","03/07/2025 06:08PM","03/07/2025 05:00PM - 03/07/2025 11:00PM",151.478,"5","1","Finished","67c5937846dea88167da753e",,,"no","-","10.0.0.14","Participant 34","6","No","Yes","6","2","2","3","7","2","6","4","2","7","הפסיד במשחק פינג פונג","2","2","2","No","No","No","No","Yes","","5","4","6","5","2","4","2","2"
"03/08/2025 08:36PM","03/08/2025 08:41PM","03/08/2025 05:00PM - 03/08/2025 11:00PM",311.008,"6","1","Finished","67c5937846dea88167da753e",,,"no","-","10.0.0.14","Participant 34","6","No","Yes","3","5","2","4","6","6","6","6","2","6","כשאמרתי משהו שלא אהב ","2","2","4","No","No","No","No","Yes","","6","6","1","6","2","5","2","2"
"03/09/2025 06:18PM","03/09/2025 06:20PM","03/09/2025 05:00PM - 03/09/2025 11:00PM",135.497,"7","1","Finished","67c5937846dea88167da753e",,,"no","-","10.0.0.14","Participant 34","7","No","Yes","6","2","2","2","2","1","2","2","1","4","להתעורר משנצ","2","3","2","No","No","No","No","Yes","","3","2","2","6","2","2","2","2"
"03/10/2025 07:00PM","03/10/2025 07:02PM","03/10/2025 05:00PM - 03/10/2025 11:00PM",120.67,"8","1","Finished","67c5937846dea88167da753e",,,"no","-","10.0.0.14","Participant 34","6","No","Yes","4","4","2","1","7","1","3","5","2","6","שזירזתי אותו","4","4","1","No","No","No","No","Yes","","5","5","1","6","2","5","1","1"
"03/05/2025 07:12PM","03/05/2025 07:14PM","03/05/2025 05:00PM - 03/05/2025 11:00PM",117.217,"2","1","Finished","67c6e89946dea88167ea3ede","0.0","0.0","no","-","10.0.0.23","Participant 35","1","No","Yes","4","1","1","1","2","1","4","1","2","6","לא היה ספר שרצתה בספרייה","4","3","3","Yes","No","No","No","No","","5","1","2","6","4","1","2","1"
"03/06/2025 06:25PM","03/06/2025 06:27PM","03/06/2025 05:00PM - 03/06/2025 11:00PM",125.808,"3","1","Finished","67c6e89946dea88167ea3ede","0.0","0.0","no","-","10.0.0.23","Participant 35","7","No","Yes","7","1","1","5","3","1","1","1","1","7","אין ","1","1","1","No","No","No","No","Yes","","4","1","1","5","2","1","4","4"
"03/08/2025 05:58PM","03/08/2025 06:00PM","03/08/2025 05:00PM - 03/08/2025 11:00PM",81.764,"5","1","Finished","67c6e89946dea88167ea3ede","0.0","0.0","no","-","10.0.0.23","Participant 35","7","No","Yes","7","1","1","7","7","7","6","7","1","7","לא היה","1","1","1","No","No","No","No","Yes","","7","7","4","6","3","1","5","5"
"03/09/2025 07:32PM","03/09/2025 07:35PM","03/09/2025 05:00PM - 03/09/2025 11:00PM",228.85,"6","1","Finished","67c6e89946dea88167ea3ede","0.0","0.0","no","-","2a0d:6fc7:701:b51:f4f8:7b8d:fa9d:38c7","Participant 35","2","No","Yes","1","1","7","5","1","5","1","5","5","2","היינו בקניות והייתי חסרת סבלנות ","4","5","4","No","No","No","No","Yes","","1","1","4","4","7","1","7","7"
"03/10/2025 06:57PM","03/10/2025 06:58PM","03/10/2025 05:00PM - 03/10/2025 11:00PM",85.727,"7","1","Finished","67c6e89946dea88167ea3ede","0.0","0.0","no","-","10.0.0.17","Participant 35","2","No","Yes","6","1","1","1","7","4","7","6","1","6","לא חושבת שהיה, אולי בביה״ס עם החברה שלא הסתדר לה המבחן","1","1","1","No","No","No","No","Yes","","5","1","2","5","2","1","1","2"
